year,month,evap,rain,soilMoist,temp,PC1,PC2,cluster,weather_regime,anomaly_score,is_anomaly
2018,1,1.0,0.25,209.35,8.12,-2.180232267965507,-0.5418150539596733,1,B: Cold & Dry,0.10071569324358653,False
2018,2,1.39,0.74,207.93,12.24,-1.558057974247521,0.09330278802516331,1,B: Cold & Dry,0.10562829041697636,False
2018,3,1.42,0.9,187.71,15.71,-1.3971451041725647,0.8324416799663642,3,C: Warm & Humid,0.07982880954636457,False
2018,4,1.88,1.89,190.8,18.18,-0.8012309644764839,1.1711866278757068,3,C: Warm & Humid,0.06598372676166386,False
2018,5,3.2,4.66,234.64,19.48,0.6978909917831042,0.893636403621415,2,E: Pre-monsoon Storms,0.07882473070583096,False
2018,6,4.14,7.69,268.2,22.09,2.0618669041581117,0.8316218959700313,4,A: Hot & Dry,0.005089490886806769,False
2018,7,4.05,22.03,339.12,21.67,4.200562767543474,-1.0185177279632245,0,D: Extreme Rainfall,-0.1323119016635912,True
2018,8,3.68,18.55,340.46,20.96,3.5997435258810726,-1.017642421397926,0,D: Extreme Rainfall,-0.05413067912468905,True
2018,9,3.79,4.55,307.84,20.0,1.7594573915766685,0.11417358316461815,4,A: Hot & Dry,0.056118604347251855,False
2018,10,2.66,0.95,260.01,15.44,-0.0875239037062457,0.09536438995546992,2,E: Pre-monsoon Storms,0.07633047318399255,False
2018,11,1.59,0.09,235.18,12.72,-1.2090457572653395,-0.12796908934113832,1,B: Cold & Dry,0.11208794513823506,False
2018,12,1.03,0.22,218.84,9.22,-1.9678069510489262,-0.5130107715973231,1,B: Cold & Dry,0.1143161077455847,False
2019,1,0.91,0.29,206.49,8.33,-2.2284085500099264,-0.4973334410732163,1,B: Cold & Dry,0.07928307136697071,False
2019,2,1.44,2.02,225.77,10.75,-1.3625001537136348,-0.4103205573526705,1,B: Cold & Dry,0.06376966062997397,False
2019,3,1.56,0.85,208.27,13.6,-1.329927500624725,0.30424317089642955,3,C: Warm & Humid,0.10296848203732101,False
2019,4,3.07,3.35,232.39,18.38,0.3686368960879625,0.8208214129094918,2,E: Pre-monsoon Storms,0.06633571085492806,False
2019,5,2.65,2.01,205.57,21.69,0.07111935958734418,1.6117245763913586,2,E: Pre-monsoon Storms,0.03927310880697105,False
2019,6,3.62,5.09,220.23,21.91,1.0355309952554563,1.4861525765509795,2,E: Pre-monsoon Storms,0.014119544854645394,False
2019,7,3.73,15.3,306.39,20.59,2.9037547518686027,-0.4114695491779639,0,D: Extreme Rainfall,-0.0010708315806149393,True
2019,8,3.6,0.28,272.98,20.72,0.936035643996101,0.8822784674780809,2,E: Pre-monsoon Storms,0.015008007750434094,False
2019,9,3.17,0.0,236.18,18.89,0.1517208052509442,1.0514855826240037,2,E: Pre-monsoon Storms,0.047189387144133066,False
2019,10,2.46,0.0,273.12,15.66,-0.13177205370228864,-0.04284934594152833,2,E: Pre-monsoon Storms,0.0598986307782341,False
2019,11,1.76,0.0,246.77,14.33,-0.8648094499190666,-0.02381330948646936,3,C: Warm & Humid,0.09927022635396032,False
2019,12,1.16,0.82,240.44,8.69,-1.674998820209213,-0.8811592404617472,1,B: Cold & Dry,0.07216240157951687,False
2020,1,0.89,0.0,228.81,7.77,-2.09784573437458,-0.8623252844294693,1,B: Cold & Dry,0.054023256296195754,False
2020,2,1.13,0.0,215.58,9.26,-1.9712956908701538,-0.4286184162498739,1,B: Cold & Dry,0.10962627090239568,False
2020,3,1.34,0.0,202.58,12.39,-1.699685947946221,0.21665283080493314,3,C: Warm & Humid,0.09332358860839435,False
2020,4,1.36,0.0,184.7,17.05,-1.4227734070609908,1.091704022447815,3,C: Warm & Humid,0.046042609752355745,False
2020,5,1.34,0.0,163.75,16.91,-1.6566814177981812,1.3512029290139496,3,C: Warm & Humid,-0.019475084001046805,True
2020,6,2.5,0.0,188.76,20.25,-0.5206240200424324,1.7249343361976373,3,C: Warm & Humid,0.02789174493490232,False
2020,7,1.86,0.0,152.21,20.65,-1.161129320623621,2.128736784119096,3,C: Warm & Humid,-0.08256610076632742,True
2020,8,3.91,10.85,323.31,20.48,2.68256621242577,-0.36127563327140466,0,D: Extreme Rainfall,0.07338945545162678,False
2020,9,2.77,0.93,279.19,19.34,0.5309501066292213,0.3887353006274023,2,E: Pre-monsoon Storms,0.05965633828202482,False
2020,10,2.17,1.24,234.39,17.94,-0.3131534007490296,0.652282919299591,2,E: Pre-monsoon Storms,0.07590861567766632,False
2020,11,1.16,0.12,202.81,12.98,-1.715663845627499,0.24594802419913445,3,C: Warm & Humid,0.09203486966374053,False
2020,12,0.73,0.22,189.96,9.86,-2.342807353036816,-0.10401437768800498,1,B: Cold & Dry,0.014225025002724823,False
2021,1,0.65,0.17,178.18,9.87,-2.5045140588756767,0.041279211336312134,1,B: Cold & Dry,-0.02579679538971935,True
2021,2,0.67,0.3,166.58,11.12,-2.4778813057806572,0.3637702879027888,1,B: Cold & Dry,-0.050049637010733394,True
2021,3,0.73,0.46,153.88,15.43,-2.146146389594054,1.1215072214194726,3,C: Warm & Humid,-0.09245306070753967,True
2021,4,1.57,0.9,173.42,19.52,-1.102451238055453,1.5734596452256109,3,C: Warm & Humid,0.010979009453156108,False
2021,5,2.04,7.01,225.49,18.29,0.17498336272493892,0.46235021898175804,2,E: Pre-monsoon Storms,-0.01183635641057379,True
2021,6,3.37,6.37,279.0,20.47,1.5017597849915678,0.36921626148134973,4,A: Hot & Dry,0.055196603861016214,False
2021,7,2.76,13.46,329.14,19.98,2.408776969555243,-0.9142274096808496,0,D: Extreme Rainfall,0.04254712291742546,False
2021,8,4.37,5.57,330.86,20.75,2.4523613945481997,-0.02316293252156004,0,D: Extreme Rainfall,-0.012728067610450533,True
2021,9,3.73,4.6,323.79,19.33,1.8317225616557988,-0.20797465976603105,4,A: Hot & Dry,0.030688742659826684,False
2021,10,2.6,3.45,306.67,17.69,0.83167373765004,-0.38659446115582224,2,E: Pre-monsoon Storms,0.02626767888633169,False
2021,11,1.87,0.18,270.07,12.34,-0.7488951998174174,-0.5926288801277256,1,B: Cold & Dry,0.04674869825332384,False
2021,12,1.26,0.0,249.72,10.87,-1.4101884302059595,-0.6430616631179683,1,B: Cold & Dry,0.07679217434866437,False
2022,1,1.1,0.0,238.56,7.54,-1.919717263927841,-0.9778674958852978,1,B: Cold & Dry,0.05536388566450268,False
2022,2,1.24,1.23,232.79,7.99,-1.737057968308481,-0.8777143082678318,1,B: Cold & Dry,0.07526894067889733,False
2022,3,1.67,0.0,216.7,11.56,-1.4768082223012409,-0.011949815886376294,1,B: Cold & Dry,0.09499116381909373,False
2022,4,1.34,1.66,191.18,17.5,-1.1494221921453738,0.9660522286046198,3,C: Warm & Humid,0.058791179511262004,False
2022,5,1.89,2.86,185.22,18.44,-0.7254647791088705,1.2287133580418377,3,C: Warm & Humid,0.01734496716437739,False
2022,6,2.61,0.15,200.56,20.24,-0.33360369822297714,1.5804210767306268,2,E: Pre-monsoon Storms,0.047846188534917566,False
2022,7,4.07,10.68,317.97,20.75,2.714655229337095,-0.2071136164411907,0,D: Extreme Rainfall,0.05422178973451669,False
2022,8,2.13,10.66,324.29,19.39,1.702348386823073,-0.9106360435687206,0,D: Extreme Rainfall,0.0042535835280754775,False
2022,9,3.12,10.59,325.91,19.28,2.182103668827108,-0.7210319806420091,0,D: Extreme Rainfall,0.06511403409952066,False
2022,10,3.44,0.19,301.12,18.24,0.8939279764076933,0.13667075010506044,2,E: Pre-monsoon Storms,0.009037667450204179,False
2022,11,2.28,0.0,269.78,14.59,-0.3555454559233404,-0.18263093530368968,2,E: Pre-monsoon Storms,0.059602259424838544,False
2023,1,1.21,0.34,222.62,9.36,-1.816196461760609,-0.5115500118728524,1,B: Cold & Dry,0.11743302291828928,False
2023,2,1.28,0.2,210.75,11.53,-1.708125687777759,-0.03462280820924778,1,B: Cold & Dry,0.11271108305956135,False
2023,3,1.55,0.47,197.11,12.93,-1.5513290629608378,0.3838516680905097,3,C: Warm & Humid,0.09956645012321941,False
2023,4,1.74,3.23,194.85,14.08,-1.0808582109660707,0.4553239829351529,3,C: Warm & Humid,0.02151050243014674,False
2023,5,1.51,1.99,188.66,15.2,-1.2780289120990054,0.7089815896683113,3,C: Warm & Humid,0.06740134819023802,False
2023,6,2.73,0.0,203.37,23.56,0.05572923507937338,2.0261757383294987,2,E: Pre-monsoon Storms,-0.05703202777989835,True
2023,7,0.78,2.01,255.83,18.64,-0.6251489415973921,0.10129866810169132,3,C: Warm & Humid,-0.031620210536779436,True
